949	0.100249	1.01189
949	0.101321	1.01189
949	0.103276	1.01189
949	0.106164	1.01189
949	0.110059	1.01189
949	0.11506	1.01189
949	0.121298	1.01189
949	0.128942	1.01189
949	0.138203	1.01189
949	0.149347	1.01189
949	0.162704	1.01189
949	0.178684	1.01189
949	0.197797	1.01189
949	0.220676	1.01189
949	0.248111	1.01189
949	0.28109	1.01189
949	0.320847	1.01189
949	0.368933	1.01189
949	0.427302	1.01189
949	0.498424	1.01189
949	0.585427	1.01189
949	0.692292	1.01189
949	0.824094	1.01189
949	0.987329	1.01189
949	1.19033	1.01189
949	1.44382	1.01189
949	1.76165	1.01189
949	2.16172	1.01189
949	2.66728	1.01189
949	3.30853	1.01189
949	4.12487	1.01189
949	5.16771	1.01189
949	6.50436	1.01189
949	8.22302	1.01189
949	10.4395	1.01189
949	13.306	1.01189
949	17.0228	1.01189
949	21.8539	1.01189
949	28.147	1.01189
949	36.3608	1.01189
949	47.1005	1.01189
949	61.1643	1.01189
949	79.6049	1.01189
949	103.81	1.01189
949	135.608	1.01188
949	177.403	1.01188
949	232.356	1.01188
949	304.615	1.01188
949	399.611	1.01188
949	524.44	1.01188
949	688.354	1.01188
949	903.379	1.01188
949	1185.1	1.01187
949	1553.65	1.01187
949	2034.92	1.01186
949	2662.09	1.01186
949	3477.51	1.01185
949	4534.9	1.01184
949	5902.14	1.01183
949	7664.47	1.01181
949	9928.28	1.0118
949	12825.5	1.01177
949	16518.8	1.01175
949	21206.8	1.01171
949	27130.6	1.01167
949	34580.2	1.01162
949	43901.1	1.01156
949	55501.2	1.01149
949	69856.9	1.01141
949	87518	1.01131
949	109112	1.0112
949	135344	1.01106
949	166997	1.01091
949	204922	1.01074
949	250031	1.01055
949	303277	1.01033
949	365633	1.01009
949	438057	1.00983
949	521456	1.00955
949	616644	1.00925
949	724284	1.00893
949	844836	1.00859
949	978498	1.00824
949	1.12515e+06	1.00788
949	1.28429e+06	1.00752
949	1.45499e+06	1.00716
949	1.63588e+06	1.0068
949	1.82511e+06	1.00645
949	2.02032e+06	1.00612
949	2.21875e+06	1.00581
949	2.41718e+06	1.00553
949	2.6121e+06	1.00527
949	2.79972e+06	1.00504
949	2.97615e+06	1.00484
949	3.1375e+06	1.00467
949	3.28006e+06	1.00453
949	3.40038e+06	1.00442
949	3.49548e+06	1.00433
949	3.56294e+06	1.00427
949	3.60102e+06	1.00424
946.847	0.100249	1.03752
946.847	0.101321	1.03752
946.847	0.103276	1.03752
946.847	0.106164	1.03752
946.847	0.110059	1.03752
946.847	0.11506	1.03752
946.847	0.121298	1.03752
946.847	0.128942	1.03752
946.847	0.138203	1.03752
946.847	0.149347	1.03752
946.847	0.162704	1.03752
946.847	0.178684	1.03752
946.847	0.197797	1.03752
946.847	0.220676	1.03752
946.847	0.248111	1.03752
946.847	0.28109	1.03752
946.847	0.320847	1.03752
946.847	0.368933	1.03752
946.847	0.427302	1.03752
946.847	0.498424	1.03752
946.847	0.585427	1.03752
946.847	0.692292	1.03752
946.847	0.824094	1.03752
946.847	0.987329	1.03752
946.847	1.19033	1.03752
946.847	1.44382	1.03752
946.847	1.76165	1.03752
946.847	2.16172	1.03752
946.847	2.66728	1.03752
946.847	3.30853	1.03752
946.847	4.12487	1.03752
946.847	5.16771	1.03752
946.847	6.50436	1.03752
946.847	8.22302	1.03752
946.847	10.4395	1.03752
946.847	13.306	1.03752
946.847	17.0228	1.03752
946.847	21.8539	1.03752
946.847	28.147	1.03752
946.847	36.3608	1.03752
946.847	47.1005	1.03752
946.847	61.1643	1.03752
946.847	79.6049	1.03752
946.847	103.81	1.03752
946.847	135.608	1.03751
946.847	177.403	1.03751
946.847	232.356	1.03751
946.847	304.615	1.03751
946.847	399.611	1.03751
946.847	524.44	1.0375
946.847	688.354	1.0375
946.847	903.379	1.03749
946.847	1185.1	1.03748
946.847	1553.65	1.03747
946.847	2034.92	1.03745
946.847	2662.09	1.03743
946.847	3477.51	1.03741
946.847	4534.9	1.03738
946.847	5902.14	1.03734
946.847	7664.47	1.03729
946.847	9928.28	1.03723
946.847	12825.5	1.03716
946.847	16518.8	1.03707
946.847	21206.8	1.03697
946.847	27130.6	1.03684
946.847	34580.2	1.03668
946.847	43901.1	1.0365
946.847	55501.2	1.03627
946.847	69856.9	1.03601
946.847	87518	1.0357
946.847	109112	1.03533
946.847	135344	1.03492
946.847	166997	1.03444
946.847	204922	1.03389
946.847	250031	1.03328
946.847	303277	1.0326
946.847	365633	1.03185
946.847	438057	1.03103
946.847	521456	1.03014
946.847	616644	1.02919
946.847	724284	1.02818
946.847	844836	1.02711
946.847	978498	1.026
946.847	1.12515e+06	1.02487
946.847	1.28429e+06	1.02372
946.847	1.45499e+06	1.02257
946.847	1.63588e+06	1.02143
946.847	1.82511e+06	1.02034
946.847	2.02032e+06	1.0193
946.847	2.21875e+06	1.01832
946.847	2.41718e+06	1.01743
946.847	2.6121e+06	1.01662
946.847	2.79972e+06	1.0159
946.847	2.97615e+06	1.01527
946.847	3.1375e+06	1.01473
946.847	3.28006e+06	1.01429
946.847	3.40038e+06	1.01393
946.847	3.49548e+06	1.01365
946.847	3.56294e+06	1.01347
946.847	3.60102e+06	1.01336
937.156	0.100249	1.15348
937.156	0.101321	1.15348
937.156	0.103276	1.15348
937.156	0.106164	1.15348
937.156	0.110059	1.15348
937.156	0.11506	1.15348
937.156	0.121298	1.15348
937.156	0.128942	1.15348
937.156	0.138203	1.15348
937.156	0.149347	1.15348
937.156	0.162704	1.15348
937.156	0.178684	1.15348
937.156	0.197797	1.15348
937.156	0.220676	1.15348
937.156	0.248111	1.15348
937.156	0.28109	1.15348
937.156	0.320847	1.15348
937.156	0.368933	1.15348
937.156	0.427302	1.15348
937.156	0.498424	1.15348
937.156	0.585427	1.15348
937.156	0.692292	1.15348
937.156	0.824094	1.15348
937.156	0.987329	1.15348
937.156	1.19033	1.15348
937.156	1.44382	1.15348
937.156	1.76165	1.15348
937.156	2.16172	1.15348
937.156	2.66728	1.15348
937.156	3.30853	1.15348
937.156	4.12487	1.15348
937.156	5.16771	1.15348
937.156	6.50436	1.15348
937.156	8.22302	1.15348
937.156	10.4395	1.15347
937.156	13.306	1.15347
937.156	17.0228	1.15347
937.156	21.8539	1.15347
937.156	28.147	1.15347
937.156	36.3608	1.15347
937.156	47.1005	1.15347
937.156	61.1643	1.15347
937.156	79.6049	1.15347
937.156	103.81	1.15346
937.156	135.608	1.15346
937.156	177.403	1.15345
937.156	232.356	1.15345
937.156	304.615	1.15344
937.156	399.611	1.15342
937.156	524.44	1.15341
937.156	688.354	1.15338
937.156	903.379	1.15335
937.156	1185.1	1.15331
937.156	1553.65	1.15326
937.156	2034.92	1.1532
937.156	2662.09	1.15312
937.156	3477.51	1.15302
937.156	4534.9	1.1529
937.156	5902.14	1.15275
937.156	7664.47	1.15255
937.156	9928.28	1.15231
937.156	12825.5	1.15201
937.156	16518.8	1.15164
937.156	21206.8	1.15121
937.156	27130.6	1.15068
937.156	34580.2	1.15004
937.156	43901.1	1.14926
937.156	55501.2	1.14833
937.156	69856.9	1.14724
937.156	87518	1.14596
937.156	109112	1.14447
937.156	135344	1.14275
937.156	166997	1.14078
937.156	204922	1.13854
937.156	250031	1.13603
937.156	303277	1.13322
937.156	365633	1.13013
937.156	438057	1.12675
937.156	521456	1.12309
937.156	616644	1.11916
937.156	724284	1.115
