1.00017e-08	0.707276
1.00091e-08	0.707276
1.00224e-08	0.707276
1.00416e-08	0.707276
1.00668e-08	0.707276
1.0098e-08	0.707276
1.01353e-08	0.707276
1.01787e-08	0.707276
1.02283e-08	0.707276
1.02842e-08	0.707276
1.03465e-08	0.707276
1.04154e-08	0.707276
1.04908e-08	0.707276
1.0573e-08	0.707276
1.06621e-08	0.707276
1.07582e-08	0.707276
1.08616e-08	0.707276
1.09725e-08	0.707276
1.10909e-08	0.707276
1.12172e-08	0.707276
1.13516e-08	0.707276
1.14943e-08	0.707276
1.16457e-08	0.707276
1.18058e-08	0.707276
1.19752e-08	0.707276
1.21541e-08	0.707276
1.23428e-08	0.707276
1.25418e-08	0.707276
1.27514e-08	0.707276
1.2972e-08	0.707276
1.3204e-08	0.707276
1.3448e-08	0.707276
1.37044e-08	0.707276
1.39738e-08	0.707276
1.42567e-08	0.707276
1.45536e-08	0.707276
1.48654e-08	0.707276
1.51925e-08	0.707276
1.55357e-08	0.707276
1.58957e-08	0.707276
1.62734e-08	0.707276
1.66696e-08	0.707276
1.70852e-08	0.707276
1.7521e-08	0.707276
1.79782e-08	0.707276
1.84578e-08	0.707276
1.89609e-08	0.707276
1.94887e-08	0.707276
2.00425e-08	0.707276
2.06236e-08	0.707276
2.12335e-08	0.707276
2.18736e-08	0.707276
2.25457e-08	0.707276
2.32513e-08	0.707276
2.39924e-08	0.707276
2.47709e-08	0.707276
2.55888e-08	0.707276
2.64483e-08	0.707276
2.73517e-08	0.707276
2.83016e-08	0.707276
2.93006e-08	0.707276
3.03514e-08	0.707276
3.1457e-08	0.707276
3.26207e-08	0.707276
3.38459e-08	0.707276
3.5136e-08	0.707276
3.64951e-08	0.707276
3.79271e-08	0.707276
3.94365e-08	0.707276
4.1028e-08	0.707276
4.27064e-08	0.707276
4.44773e-08	0.707276
4.63461e-08	0.707276
4.83191e-08	0.707276
5.04026e-08	0.707276
5.26036e-08	0.707276
5.49295e-08	0.707276
5.73882e-08	0.707276
5.99883e-08	0.707276
6.27387e-08	0.707276
6.56491e-08	0.707276
